10000 78408
7679 7778 0.317997
7679 7779 0.363005
7679 7580 0.586499
7679 7680 0.503341
7679 7780 0.427235
7680 7580 0.644248
7680 7579 0.569194
7680 7580 0.644248
7680 7779 0.450033
7680 7780 0.503387
7680 7581 0.725316
7680 7681 0.644438
7680 7781 0.569430
7681 7581 0.785594
7681 7580 0.711396
7681 7581 0.785594
7681 7780 0.586729
7681 7781 0.644325
7681 7582 0.864886
7681 7682 0.785572
7681 7782 0.711265
7682 7582 0.926785
7682 7581 0.853246
7682 7582 0.926785
7682 7781 0.725188
7682 7782 0.785286
7682 7583 1.004732
7682 7683 0.926553
7682 7783 0.852735
7683 7583 1.067736
7683 7582 0.994730
7683 7583 1.067736
7683 7782 0.864383
7683 7783 0.926097
7683 7584 1.144649
7683 7684 1.067332
7683 7784 0.993880
7684 7584 1.208455
7684 7583 1.135879
7684 7584 1.208455
7684 7783 1.003891
7684 7784 1.066734
7684 7585 1.284562
7684 7685 1.207925
7684 7785 1.134765
7685 7585 1.349015
7685 7584 1.276754
7685 7585 1.349015
7685 7784 1.143543
7685 7785 1.207255
7685 7586 1.424512
7685 7686 1.348430
7685 7786 1.275515
7686 7586 1.489507
7686 7585 1.417475
7686 7586 1.489507
7686 7785 1.283331
7686 7786 1.347745
7686 7587 1.564544
7686 7687 1.488928
7686 7787 1.416227
7687 7587 1.630027
7687 7586 1.558139
7687 7587 1.630027
7687 7786 1.423271
7687 7787 1.488292
7687 7588 1.704719
7687 7688 1.629505
7687 7788 1.556996
7688 7588 1.770649
7688 7587 1.698843
7688 7588 1.770649
7688 7787 1.563406
7688 7788 1.628962
7688 7589 1.845086
7688 7689 1.770222
7688 7789 1.697887
7689 7589 1.911427
7689 7588 1.839658
7689 7589 1.911427
7689 7788 1.703766
7689 7789 1.769799
7689 7590 1.985664
7689 7690 1.911108
7689 7790 1.838928
7690 7590 2.052371
7690 7589 1.980622
7690 7590 2.052371
7690 7789 1.844358
7690 7790 1.910807
7690 7591 2.126440
7690 7691 2.052155
7690 7791 1.980111
7691 7591 2.193472
7691 7590 2.121732
7691 7591 2.193472
7691 7790 1.985155
7691 7791 2.051963
7691 7592 2.267384
7691 7692 2.193336
7691 7792 2.121408
7692 7592 2.334690
7692 7591 2.262969
7692 7592 2.334690
7692 7791 2.126117
7692 7792 2.193223
7692 7593 2.408453
7692 7693 2.334611
7692 7793 2.262777
7693 7593 2.475990
7693 7592 2.404297
7693 7593 2.475990
7693 7792 2.267192
7693 7793 2.334545
7693 7594 2.549607
7693 7694 2.475943
7693 7794 2.404182
7694 7594 2.617340
7694 7593 2.545682
7694 7594 2.617340
7694 7793 2.408338
7694 7794 2.475899
7694 7595 2.690822
7694 7695 2.617310
7694 7795 2.545604
7695 7595 2.758728
7695 7594 2.687103
7695 7595 2.758728
7695 7794 2.549530
7695 7795 2.617275
7695 7596 2.832090
7695 7696 2.758710
7695 7796 2.687044
7696 7596 2.900154
7696 7595 2.828557
7696 7596 2.900154
7696 7795 2.690763
7696 7796 2.758676
7696 7597 2.973409
7696 7697 2.900144
7696 7797 2.828507
7697 7597 3.041621
7697 7596 2.970044
7697 7597 3.041621
7697 7796 2.832041
7697 7797 2.900111
7697 7598 3.114782
7697 7698 3.041619
7697 7798 2.970004
7698 7598 3.183130
7698 7597 3.111570
7698 7598 3.183130
7698 7797 2.973369
7698 7798 3.041586
7698 7599 3.256199
7698 7699 3.183128
7698 7799 3.111532
7699 7599 3.324665
7699 7598 3.253126
7699 7599 3.324665
7699 7798 3.114744
7699 7799 3.183091
7700 7600 10.819060
7700 7601 10.749029
7700 7701 10.819016
7700 7800 10.960423
7700 7801 10.889472
7701 7601 10.677605
7701 7600 10.748099
7701 7601 10.677605
7701 7800 10.890389
7701 7801 10.818982
7701 7602 10.607588
7701 7702 10.677571
7701 7802 10.748033
7702 7602 10.536159
7702 7601 10.606646
7702 7602 10.536159
7702 7801 10.748963
7702 7802 10.677550
7702 7603 10.466158
7702 7703 10.536138
7702 7803 10.606603
7703 7603 10.394724
7703 7602 10.465202
7703 7603 10.394724
7703 7802 10.607546
7703 7803 10.536128
7703 7604 10.324738
7703 7704 10.394712
7703 7804 10.465180
7704 7604 10.253299
7704 7603 10.323769
7704 7604 10.253299
7704 7803 10.466136
7704 7804 10.394711
7704 7605 10.183325
7704 7705 10.253292
7704 7805 10.323761
7705 7605 10.111878
7705 7604 10.182343
7705 7605 10.111878
7705 7804 10.324729
7705 7805 10.253295
7705 7606 10.041917
7705 7706 10.111875
7705 7806 10.182340
7706 7606 9.970462
7706 7605 10.040921
7706 7606 9.970462
7706 7805 10.183322
7706 7806 10.111876
7706 7607 9.900513
7706 7707 9.970458
7706 7807 10.040916
7707 7607 9.829050
7707 7606 9.899503
7707 7607 9.829050
7707 7806 10.041913
7707 7807 9.970456
7707 7608 9.759117
7707 7708 9.829046
7707 7808 9.899495
7708 7608 9.687650
7708 7607 9.758093
7708 7608 9.687650
7708 7807 9.900506
7708 7808 9.829041
7708 7609 9.617736
7708 7709 9.687645
7708 7809 9.758082
7709 7609 9.546266
7709 7608 9.616696
7709 7609 9.546266
7709 7808 9.759107
7709 7809 9.687638
7709 7610 9.476374
7709 7710 9.546262
7709 7810 9.616684
7710 7610 9.404902
7710 7609 9.475318
7710 7610 9.404902
7710 7809 9.617723
7710 7810 9.546253
7710 7611 9.335032
7710 7711 9.404898
7710 7811 9.475303
7711 7611 9.263558
7711 7610 9.333961
7711 7611 9.263558
7711 7810 9.476358
7711 7811 9.404885
7711 7612 9.193707
7711 7712 9.263549
7711 7812 9.333939
7712 7612 9.122227
7712 7611 9.192618
7712 7612 9.122227
7712 7811 9.335010
7712 7812 9.263530
7712 7613 9.052386
7712 7713 9.122207
7712 7813 9.192580
7713 7613 8.980892
7713 7612 9.051282
7713 7613 8.980892
7713 7812 9.193667
7713 7813 9.122176
7713 7614 8.911057
7713 7714 8.980856
7713 7814 9.051216
7714 7614 8.839540
7714 7613 8.909935
7714 7614 8.839540
7714 7813 9.052321
7714 7814 8.980809
7714 7615 8.769703
7714 7715 8.839483
7714 7815 8.909833
7715 7615 8.698156
7715 7614 8.768562
7715 7615 8.698156
7715 7814 8.910955
7715 7815 8.839418
7715 7616 8.628314
7715 7716 8.698078
7715 7816 8.768421
7716 7616 8.556731
7716 7615 8.627154
7716 7616 8.556731
7716 7815 8.769562
7716 7816 8.697994
7716 7617 8.486881
7716 7717 8.556633
7716 7817 8.626975
7717 7617 8.415264
7717 7616 8.485703
7717 7617 8.415264
7717 7816 8.628134
7717 7817 8.556536
7717 7618 8.345412
7717 7718 8.415154
7717 7818 8.485498
7718 7618 8.273763
7718 7617 8.344213
7718 7618 8.273763
7718 7817 8.486677
7718 7818 8.415052
7718 7619 8.203917
7718 7719 8.273654
7718 7819 8.344005
7719 7619 8.132244
7719 7618 8.202698
7719 7619 8.132244
7719 7818 8.345202
7719 7819 8.273560
7719 7620 8.062415
7719 7720 8.132149
7719 7820 8.202510
7720 7620 7.990730
7720 7619 8.061174
7720 7620 7.990730
7720 7819 8.203729
7720 7820 8.132077
7720 7621 7.920929
7720 7721 7.990663
7720 7821 8.061036
7721 7621 7.849242
7721 7620 7.919667
7721 7621 7.849242
7721 7820 8.062277
7721 7821 7.990624
7721 7622 7.779477
7721 7722 7.849209
7721 7822 7.919596
7722 7622 7.707792
7722 7621 7.778191
7722 7622 7.707792
7722 7821 7.920858
7722 7822 7.849209
7722 7623 7.638062
7722 7723 7.707792
7722 7823 7.778191
7723 7623 7.566377
7723 7622 7.636753
7723 7623 7.566377
7723 7822 7.779477
7723 7823 7.707825
7723 7624 7.496677
7723 7724 7.566400
7723 7824 7.636808
7724 7624 7.424980
7724 7623 7.495343
7724 7624 7.424980
7724 7823 7.638117
7724 7824 7.566451
7724 7625 7.355299
7724 7725 7.425010
7724 7825 7.495421
7725 7625 7.283578
7725 7624 7.353939
7725 7625 7.283578
7725 7824 7.496755
7725 7825 7.425059
7725 7626 7.213907
7725 7726 7.283600
7725 7826 7.354006
7726 7626 7.142157
7726 7625 7.212521
7726 7626 7.142157
7726 7825 7.355366
7726 7826 7.283634
7726 7627 7.072498
7726 7727 7.142164
7726 7827 7.212557
7727 7627 7.000721
7727 7626 7.071084
7727 7627 7.000721
7727 7826 7.213943
7727 7827 7.142177
7727 7628 6.931089
7727 7728 7.000720
7727 7828 7.071091
7728 7628 6.859303
7728 7627 6.929646
7728 7628 6.859303
7728 7827 7.072505
7728 7828 7.000721
7728 7629 6.789721
7728 7729 6.859308
7728 7829 6.929646
7729 7629 6.717946
7729 7628 6.788248
7729 7629 6.717946
7729 7828 6.931089
7729 7829 6.859311
7729 7630 6.648435
7729 7730 6.717971
7729 7830 6.788271
7730 7630 6.576688
7730 7629 6.646930
7730 7630 6.576688
7730 7829 6.789744
7730 7830 6.717988
7730 7631 6.507256
7730 7731 6.576737
7730 7831 6.646993
7731 7631 6.435539
7731 7630 6.505719
7731 7631 6.435539
7731 7830 6.648497
7731 7831 6.576769
7731 7632 6.366176
7731 7732 6.435598
7731 7832 6.505808
7732 7632 6.294473
7732 7631 6.364604
7732 7632 6.294473
7732 7831 6.507345
7732 7832 6.435632
7732 7633 6.225152
7732 7733 6.294517
7732 7833 6.364682
7733 7633 6.153433
7733 7632 6.223546
7733 7633 6.153433
7733 7832 6.366253
7733 7833 6.294528
7733 7634 6.084117
7733 7734 6.153427
7733 7834 6.223553
7734 7634 6.012341
7734 7633 6.082474
7734 7634 6.012341
7734 7833 6.225160
7734 7834 6.153386
7734 7635 5.942995
7734 7735 6.012255
7734 7835 6.082350
7735 7635 5.871125
7735 7634 5.941311
7735 7635 5.871125
7735 7834 6.083994
7735 7835 6.012138
7735 7636 5.801716
7735 7736 5.870937
7735 7836 5.941012
7736 7636 5.729722
7736 7635 5.799992
7736 7636 5.729722
7736 7835 5.942695
7736 7836 5.870728
7736 7637 5.660234
7736 7737 5.729427
7736 7837 5.799497
7737 7637 5.588092
7737 7636 5.658467
7737 7637 5.588092
7737 7836 5.801220
7737 7837 5.729124
7737 7638 5.518527
7737 7738 5.587706
7737 7838 5.657788
7738 7638 5.446246
7738 7637 5.516715
7738 7638 5.446246
7738 7837 5.659555
7738 7838 5.587342
7738 7639 5.376644
7738 7739 5.445826
7738 7839 5.515943
7739 7639 5.304276
7739 7638 5.374784
7739 7639 5.304276
7739 7838 5.517756
7739 7839 5.445480
7739 7640 5.234738
7739 7740 5.303943
7739 7840 5.374117
7740 7640 5.162420
7740 7639 5.232827
7740 7640 5.162420
7740 7839 5.375978
7740 7840 5.303778
7740 7641 5.093137
7740 7741 5.162382
7740 7841 5.232639
7741 7641 5.021120
7741 7640 5.091173
7741 7641 5.021120
7741 7840 5.234550
7741 7841 5.162674
7741 7642 4.952388
7741 7742 5.021688
7741 7842 5.092046
7742 7642 4.881037
7742 7641 4.950368
7742 7642 4.881037
7742 7841 5.094009
7742 7842 5.022814
7742 7643 4.813228
7742 7743 4.882583
7742 7843 4.953052
7743 7643 4.742964
7743 7642 4.811150
7743 7643 4.742964
7743 7842 4.955070
7743 7843 4.884962
7743 7644 4.676432
7743 7744 4.745830
7743 7844 4.816402
7744 7644 4.607601
7744 7643 4.674293
7744 7644 4.607601
7744 7843 4.818478
7744 7844 4.749782
7744 7645 4.542510
7744 7745 4.611919
7744 7845 4.682570
7745 7645 4.475199
7745 7644 4.540308
7745 7645 4.475199
7745 7844 4.684705
7745 7845 4.617492
7745 7646 4.411376
7745 7746 4.480753
7745 7846 4.551441
7746 7646 4.345230
7746 7645 4.409109
7746 7646 4.345230
7746 7845 4.553638
7746 7846 4.487544
7746 7647 4.282024
7746 7747 4.351320
7746 7847 4.422000
7747 7647 4.216220
7747 7646 4.279688
7747 7647 4.216220
7747 7846 4.424261
7747 7847 4.358470
7747 7648 4.152649
7747 7748 4.221828
7747 7848 4.292462
7748 7648 4.086020
7748 7647 4.150240
7748 7648 4.086020
7748 7847 4.294792
7748 7848 4.228157
7748 7649 4.020893
7748 7749 4.089941
7748 7849 4.160512
7749 7649 3.952268
7749 7648 4.018405
7749 7649 3.952268
7749 7848 4.162915
7749 7849 4.094292
7749 7650 3.884639
7749 7750 3.953568
7749 7850 4.024081
7750 7650 3.813190
7750 7649 3.882064
7750 7650 3.813190
7750 7849 4.026566
7750 7850 3.955152
7750 7651 3.742671
7750 7751 3.811512
7750 7851 3.881992
7751 7651 3.668182
7751 7650 3.739998
7751 7651 3.668182
7751 7850 3.884567
7751 7851 3.810159
7751 7652 3.595066
7751 7752 3.663855
7751 7852 3.734332
7752 7652 3.518026
7752 7651 3.592283
7752 7652 3.518026
7752 7851 3.737009
7752 7852 3.660090
7752 7653 3.443215
7752 7753 3.511978
7752 7853 3.582469
7753 7653 3.364673
7753 7652 3.440310
7753 7653 3.364673
7753 7852 3.585259
7753 7853 3.506857
7753 7654 3.289414
7753 7754 3.358146
7753 7854 3.428646
7754 7654 3.210515
7754 7653 3.286372
7754 7654 3.210515
7754 7853 3.431561
7754 7854 3.352795
7754 7655 3.135984
7754 7755 3.204653
7754 7855 3.275127
7755 7655 3.057774
7755 7654 3.132794
7755 7655 3.057774
7755 7854 3.278179
7755 7855 3.200066
7755 7656 2.984797
7755 7756 3.053342
7755 7856 3.123736
7756 7656 2.907871
7756 7655 2.981445
7756 7656 2.907871
7756 7855 3.126936
7756 7856 3.050058
7756 7657 2.836751
7756 7757 2.905102
7756 7857 2.975353
7757 7657 2.761253
7757 7656 2.833224
7757 7657 2.761253
7757 7856 2.978712
7757 7857 2.903215
7757 7658 2.691867
7757 7758 2.759954
7757 7858 2.830005
7758 7658 2.617564
7758 7657 2.688149
7758 7658 2.617564
7758 7857 2.833537
7758 7858 2.759203
7758 7659 2.549518
7758 7759 2.617287
7758 7859 2.687101
7759 7659 2.476001
7759 7658 2.545593
7759 7659 2.476001
7759 7858 2.690820
7759 7859 2.617263
7759 7660 2.408834
7759 7760 2.476249
7759 7860 2.545807
7760 7660 2.335668
7760 7659 2.404679
7760 7660 2.335668
7760 7859 2.549732
7760 7860 2.476540
7760 7661 2.268986
7760 7761 2.336027
7760 7861 2.405333
7761 7661 2.195814
7761 7660 2.264575
7761 7661 2.195814
7761 7860 2.409487
7761 7861 2.336320
7761 7662 2.129351
7761 7762 2.196009
7761 7862 2.265076
7762 7662 2.055911
7762 7661 2.124650
7762 7662 2.055911
7762 7861 2.269486
7762 7862 2.196101
7762 7663 1.989536
7762 7763 2.055805
7762 7863 2.124655
7763 7663 1.915649
7763 7662 1.984503
7763 7663 1.915649
7763 7862 2.129357
7763 7863 2.055590
7763 7664 1.849300
7763 7764 1.915177
7763 7864 1.983841
7764 7664 1.774854
7764 7663 1.843884
7764 7664 1.774854
7764 7863 1.988875
7764 7864 1.914628
7764 7665 1.708561
7764 7765 1.774039
7764 7865 1.842548
7765 7665 1.633479
7765 7664 1.702698
7765 7665 1.633479
7765 7864 1.847967
7765 7865 1.773178
7765 7666 1.567318
7765 7766 1.632380
7765 7866 1.700768
7766 7666 1.491556
7766 7665 1.560925
7766 7666 1.491556
7766 7865 1.706637
7766 7866 1.631284
7766 7667 1.425665
7766 7767 1.490282
7766 7867 1.558582
7767 7667 1.349216
7767 7666 1.418634
7767 7667 1.349216
7767 7866 1.564985
7767 7867 1.489081
7767 7668 1.283819
7767 7768 1.347933
7767 7868 1.416169
7768 7668 1.206715
7768 7667 1.276006
7768 7668 1.206715
7768 7867 1.423213
7768 7868 1.346809
7768 7669 1.142096
7768 7769 1.205599
7768 7869 1.273778
7769 7669 1.064340
7769 7668 1.133306
7769 7669 1.064340
7769 7868 1.281604
7769 7869 1.204728
7769 7670 1.000840
7769 7770 1.063549
7769 7870 1.131645
7770 7670 0.922389
7770 7669 0.990798
7770 7670 0.922389
7770 7869 1.140447
7770 7870 1.063085
7770 7671 0.860413
7770 7771 0.922012
7770 7871 0.989951
7771 7671 0.781051
7771 7670 0.848711
7771 7671 0.781051
7771 7870 1.000001
7771 7871 0.922005
7771 7672 0.721112
7771 7772 0.781078
7771 7872 0.848717
7772 7672 0.640394
7772 7671 0.707109
7772 7672 0.640394
7772 7871 0.860419
7772 7872 0.781468
7772 7673 0.583293
7772 7773 0.640708
7772 7873 0.707799
7773 7673 0.500408
7773 7672 0.565890
7773 7673 0.500408
7773 7872 0.721789
7773 7873 0.641341
7773 7674 0.447725
7773 7774 0.500823
7773 7874 0.566927
7774 7674 0.361269
7774 7673 0.424803
7774 7674 0.361269
7774 7873 0.584300
7774 7874 0.501503
7774 7675 0.316885
7774 7775 0.361618
7774 7875 0.425831
7775 7675 0.224346
7775 7674 0.283577
7775 7675 0.224346
7775 7874 0.448701
7775 7875 0.362183
7775 7676 0.200409
7775 7776 0.224508
7775 7876 0.284315
7776 7676 0.100288
7776 7675 0.141999
7776 7676 0.100288
7776 7875 0.317546
7776 7876 0.224859
7776 7677 0.141421
7776 7777 0.100266
7776 7877 0.142335
7777 7677 0.100266
7777 7676 0.000000
7777 7677 0.100266
7777 7876 0.200647
7777 7877 0.100386
7777 7678 0.200647
7777 7778 0.100386
7777 7878 0.000000
7778 7678 0.224945
7778 7677 0.142335
7778 7678 0.224945
7778 7877 0.141421
7778 7878 0.100352
7778 7679 0.317997
7778 7779 0.225136
7778 7879 0.142488
7779 7679 0.363005
7779 7678 0.284820
7779 7679 0.363005
7779 7878 0.200755
7779 7879 0.225113
7779 7680 0.450033
7779 7780 0.363110
7779 7880 0.284903
7780 7680 0.503387
7780 7679 0.427235
7780 7680 0.503387
7780 7879 0.318072
7780 7880 0.363016
7780 7681 0.586729
7780 7781 0.503341
7780 7881 0.427096
7781 7681 0.644325
7781 7680 0.569430
7781 7681 0.644325
7781 7880 0.449901
7781 7881 0.503093
7781 7682 0.725188
7781 7782 0.644073
7781 7882 0.568933
7782 7682 0.785286
7782 7681 0.711265
7782 7682 0.785286
7782 7881 0.586246
7782 7882 0.643664
7782 7683 0.864383
7782 7783 0.784841
7782 7883 0.710417
7783 7683 0.926097
7783 7682 0.852735
7783 7683 0.926097
7783 7882 0.724356
7783 7883 0.784282
7783 7684 1.003891
7783 7784 0.925506
7783 7884 0.851594
7784 7684 1.066734
7784 7683 0.993880
7784 7684 1.066734
7784 7883 0.863257
7784 7884 0.924832
7784 7685 1.143543
7784 7785 1.066051
7784 7885 0.992535
7785 7685 1.207255
7785 7684 1.134765
7785 7685 1.207255
7785 7884 1.002560
7785 7885 1.065337
7785 7686 1.283331
7785 7786 1.206555
7785 7886 1.133365
7786 7686 1.347745
7786 7685 1.275515
7786 7686 1.347745
7786 7885 1.142154
7786 7886 1.205859
7786 7687 1.423271
7786 7787 1.347090
7786 7887 1.274178
7787 7687 1.488292
7787 7686 1.416227
7787 7687 1.488292
7787 7886 1.282002
7787 7887 1.346474
7787 7688 1.563406
7787 7788 1.487730
7787 7888 1.415062
7788 7688 1.628962
7788 7687 1.556996
7788 7688 1.628962
7788 7887 1.422112
7788 7888 1.487234
7788 7689 1.703766
7788 7789 1.628526
7788 7889 1.556075
7789 7689 1.769799
7789 7688 1.697887
7789 7689 1.769799
7789 7888 1.562488
7789 7889 1.628172
7789 7690 1.844358
7789 7790 1.769496
7789 7890 1.697235
7790 7690 1.910807
7790 7689 1.838928
7790 7690 1.910807
7790 7889 1.703116
7790 7890 1.769275
7790 7691 1.985155
7790 7791 1.910621
7790 7891 1.838523
7791 7691 2.051963
7791 7690 1.980111
7791 7691 2.051963
7791 7890 1.843954
7791 7891 1.910512
7791 7692 2.126117
7791 7792 2.051863
7791 7892 1.979902
7792 7692 2.193223
7792 7691 2.121408
7792 7692 2.193223
7792 7891 1.984946
7792 7892 2.051829
7792 7693 2.267192
7792 7793 2.193178
7792 7893 2.121323
7793 7693 2.334545
7793 7692 2.262777
7793 7693 2.334545
7793 7892 2.126032
7793 7893 2.193179
7793 7694 2.408338
7793 7794 2.334525
7793 7894 2.262751
7794 7694 2.475899
7794 7693 2.404182
7794 7694 2.475899
7794 7893 2.267166
7794 7894 2.334535
7794 7695 2.549530
7794 7795 2.475885
7794 7895 2.404171
7795 7695 2.617275
7795 7694 2.545604
7795 7695 2.617275
7795 7894 2.408326
7795 7895 2.475888
7795 7696 2.690763
7795 7796 2.617260
7795 7896 2.545585
7796 7696 2.758676
7796 7695 2.687044
7796 7696 2.758676
7796 7895 2.549510
7796 7896 2.617251
7796 7697 2.832041
7796 7797 2.758658
7796 7897 2.687011
7797 7697 2.900111
7797 7696 2.828507
7797 7697 2.900111
7797 7896 2.690730
7797 7897 2.758639
7797 7698 2.973369
7797 7798 2.900092
7797 7898 2.828463
7798 7698 3.041586
7798 7697 2.970004
7798 7698 3.041586
7798 7897 2.831996
7798 7898 2.900064
7798 7699 3.114744
7798 7799 3.041561
7798 7899 2.969948
7799 7699 3.183091
7799 7698 3.111532
7799 7699 3.183091
7799 7898 2.973313
7799 7899 3.041523
7800 7700 10.960423
7800 7701 10.890389
7800 7801 10.960395
7800 7900 11.101809
7800 7901 11.030868
7801 7701 10.818982
7801 7700 10.889472
7801 7701 10.818982
7801 7900 11.031775
7801 7901 10.960383
7801 7702 10.748963
7801 7802 10.818967
7801 7902 10.889445
7802 7702 10.677550
7802 7701 10.748033
7802 7702 10.677550
7802 7901 10.890363
7802 7902 10.818968
7802 7703 10.607546
7802 7803 10.677547
7802 7903 10.748030
7803 7703 10.536128
7803 7702 10.606603
7803 7703 10.536128
7803 7902 10.748960
7803 7903 10.677559
7803 7704 10.466136
7803 7804 10.536133
7803 7904 10.606619
7804 7704 10.394711
7804 7703 10.465180
7804 7704 10.394711
7804 7903 10.607562
7804 7904 10.536152
7804 7705 10.324729
7804 7805 10.394720
7804 7905 10.465206
7805 7705 10.253295
7805 7704 10.323761
7805 7705 10.253295
7805 7904 10.466162
7805 7905 10.394739
7805 7706 10.183322
7805 7806 10.253304
7805 7906 10.323787
7806 7706 10.111876
7806 7705 10.182340
7806 7706 10.111876
7806 7905 10.324756
7806 7906 10.253319
7806 7707 10.041913
7806 7807 10.111881
7806 7907 10.182359
7807 7707 9.970456
7807 7706 10.040916
7807 7707 9.970456
7807 7906 10.183341
7807 7907 10.111891
7807 7708 9.900506
7807 7808 9.970458
7807 7908 10.040926
7808 7708 9.829041
7808 7707 9.899495
7808 7708 9.829041
7808 7907 10.041923
7808 7908 9.970462
7808 7709 9.759107
7808 7809 9.829040
7808 7909 9.899496
7809 7709 9.687638
7809 7708 9.758082
7809 7709 9.687638
7809 7908 9.900506
7809 7909 9.829039
7809 7710 9.617723
7809 7810 9.687634
7809 7910 9.758077
7810 7710 9.546253
7810 7709 9.616684
7810 7710 9.546253
7810 7909 9.759101
7810 7910 9.687630
7810 7711 9.476358
7810 7811 9.546247
7810 7911 9.616673
7811 7711 9.404885
7811 7710 9.475303
7811 7711 9.404885
7811 7910 9.617712
7811 7911 9.546238
7811 7712 9.335010
7811 7812 9.404874
7811 7912 9.475284
7812 7712 9.263530
7812 7711 9.333939
7812 7712 9.263530
7812 7911 9.476339
7812 7912 9.404860
7812 7713 9.193667
7812 7813 9.263509
7812 7913 9.333904
7813 7713 9.122176
7813 7712 9.192580
7813 7713 9.122176
7813 7912 9.334975
7813 7913 9.263486
7813 7714 9.052321
7813 7814 9.122141
7813 7914 9.192523
7814 7714 8.980809
7814 7713 9.051216
7814 7714 8.980809
7814 7913 9.193611
7814 7914 9.122105
7814 7715 8.910955
7814 7815 8.980757
7814 7915 9.051129
7815 7715 8.839418
7815 7714 8.909833
7815 7715 8.839418
7815 7914 9.052234
7815 7915 8.980706
7815 7716 8.769562
7815 7816 8.839348
7815 7916 8.909714
7816 7716 8.697994
7816 7715 8.768421
7816 7716 8.697994
7816 7915 8.910836
7816 7916 8.839283
7816 7717 8.628134
7816 7817 8.697908
7816 7917 8.768273
7817 7717 8.556536
7817 7716 8.626975
7817 7717 8.556536
7817 7916 8.769413
7817 7917 8.697834
7817 7718 8.486677
7817 7818 8.556444
7817 7918 8.626811
7818 7718 8.415052
7818 7717 8.485498
7818 7718 8.415052
7818 7917 8.627971
7818 7918 8.556370
7818 7719 8.345202
7818 7819 8.414967
7818 7919 8.485340
7819 7719 8.273560
7819 7718 8.344005
7819 7719 8.273560
7819 7918 8.486519
7819 7919 8.414905
7819 7720 8.203729
7819 7820 8.273492
7819 7920 8.343877
7820 7720 8.132077
7820 7719 8.202510
7820 7720 8.132077
7820 7919 8.345076
7820 7920 8.273456
7820 7721 8.062277
7820 7821 8.132040
7820 7921 8.202438
7821 7721 7.990624
7821 7720 8.061036
7821 7721 7.990624
7821 7920 8.203658
7821 7921 8.132040
7821 7722 7.920858
7821 7822 7.990624
7821 7922 8.061036
7822 7722 7.849209
7822 7721 7.919596
7822 7722 7.849209
7822 7921 8.062277
7822 7922 7.990663
7822 7723 7.779477
7822 7823 7.849242
7822 7923 7.919667
7823 7723 7.707825
7823 7722 7.778191
7823 7723 7.707825
7823 7922 7.920929
7823 7923 7.849311
7823 7724 7.638117
7823 7824 7.707879
7823 7924 7.778312
7824 7724 7.566451
7824 7723 7.636808
7824 7724 7.566451
7824 7923 7.779598
7824 7924 7.707962
7824 7725 7.496755
7824 7825 7.566506
7824 7925 7.636943
7825 7725 7.425059
7825 7724 7.495421
7825 7725 7.425059
7825 7924 7.638253
7825 7925 7.566582
7825 7726 7.355366
7825 7826 7.425100
7825 7926 7.495533
7826 7726 7.283634
7826 7725 7.354006
7826 7726 7.283634
7826 7925 7.496867
7826 7926 7.425152
7826 7727 7.213943
7826 7827 7.283651
7826 7927 7.354072
7827 7727 7.142177
7827 7726 7.212557
7827 7727 7.142177
7827 7926 7.355432
7827 7927 7.283674
7827 7728 7.072505
7827 7828 7.142177
7827 7928 7.212575
7828 7728 7.000721
7828 7727 7.071091
7828 7728 7.000721
7828 7927 7.213962
7828 7928 7.142180
7828 7729 6.931089
7828 7829 7.000718
7828 7929 7.071085
7829 7729 6.859311
7829 7728 6.929646
7829 7729 6.859311
7829 7928 7.072500
7829 7929 7.000716
7829 7730 6.789744
7829 7830 6.859320
7829 7930 6.929650
7830 7730 6.717988
7830 7729 6.788271
7830 7730 6.717988
7830 7929 6.931093
7830 7930 6.859328
7830 7731 6.648497
7830 7831 6.718016
7830 7931 6.788304
7831 7731 6.576769
7831 7730 6.646993
7831 7731 6.576769
7831 7930 6.789777
7831 7931 6.718037
7831 7732 6.507345
7831 7832 6.576804
7831 7932 6.647048
7832 7732 6.435632
7832 7731 6.505808
7832 7732 6.435632
7832 7931 6.648552
7832 7932 6.576829
7832 7733 6.366253
7832 7833 6.435654
7832 7933 6.505855
7833 7733 6.294528
7833 7732 6.364682
7833 7733 6.294528
7833 7932 6.507391
7833 7933 6.435660
7833 7734 6.225160
7833 7834 6.294505
7833 7934 6.364668
7834 7734 6.153386
7834 7733 6.223553
7834 7734 6.153386
7834 7933 6.366240
7834 7934 6.294467
7834 7735 6.083994
7834 7835 6.153292
7834 7935 6.223425
7835 7735 6.012138
7835 7734 6.082350
7835 7735 6.012138
7835 7934 6.225032
7835 7935 6.153189
7835 7736 5.942695
7835 7836 6.011954
7835 7936 6.082070
7836 7736 5.870728
7836 7735 5.941012
7836 7736 5.870728
7836 7935 6.083714
7836 7936 6.011774
7836 7737 5.801220
7836 7837 5.870454
7836 7937 5.940566
7837 7737 5.729124
7837 7736 5.799497
7837 7737 5.729124
7837 7936 5.942249
7837 7937 5.870197
7837 7738 5.659555
7837 7838 5.728779
7837 7938 5.798904
7838 7738 5.587342
7838 7737 5.657788
7838 7738 5.587342
7838 7937 5.800629
7838 7938 5.728482
7838 7739 5.517756
7838 7839 5.586988
7838 7939 5.657147
7839 7739 5.445480
7839 7738 5.515943
7839 7739 5.445480
7839 7938 5.658915
7839 7939 5.586731
7839 7740 5.375978
7839 7840 5.445240
